sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,packets_received::total,packets_injected::total
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_1
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_11
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_12
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_13
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_14
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_15
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_16
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_17
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_18
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_19
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_2
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_21
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_22
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_23
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_24
2b,mixed,mem,cload_hops_3_6,dbl_bfly_x,0_03
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_01
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_02
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_24
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_04
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_05
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_06
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_07
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_08
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_09
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_1
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_11
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_12
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_13
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_14
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_15
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_16
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_17
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_18
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_19
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_2
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_21
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_22
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_23
2b,mixed,mem,cload_hops_3_6,ns_m_bwop,0_03
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_01
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_02
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_03
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_04
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_05
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_06
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_07
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_08
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_09
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_1
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_11
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_12
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_13
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_14
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_15
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_16
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_17
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_18
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_19
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_2
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_21
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_22
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_23
2b,mixed,mem,cload_hops_3_6,lpbt_s_latop,0_24
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_01
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_02
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_24
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_03
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_04
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_05
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_06
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_07
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_08
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_09
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_1
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_11
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_12
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_13
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_14
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_15
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_16
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_17
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_18
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_19
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_2
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_21
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_22
2b,mixed,mem,cload_hops_3_6,lpbt_s_power,0_23
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_01
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_02
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_03
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_04
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_05
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_06
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_07
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_08
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_09
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_1
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_11
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_12
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_13
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_14
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_15
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_16
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_17
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_18
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_19
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_2
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_21
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_22
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_23
2b,mixed,mem,cload_hops_3_6,ns_s_latop,0_24
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_01
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_02
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_03
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_24
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_04
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_05
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_06
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_07
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_08
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_09
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_1
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_11
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_12
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_13
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_14
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_15
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_16
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_17
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_18
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_19
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_2
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_21
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_22
2b,mixed,mem,cload_hops_3_6,ns_l_bwop,0_23
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_01
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_02
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_03
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_04
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_05
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_06
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_07
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_08
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_09
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_1
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_11
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_12
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_13
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_14
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_15
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_16
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_17
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_18
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_19
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_2
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_21
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_22
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_23
2b,mixed,mem,cload_hops_3_6,lpbt_m_latop,0_24
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_01
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_02
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_03
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_04
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_05
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_06
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_07
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_08
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_09
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_1
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_11
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_12
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_13
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_14
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_15
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_16
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_17
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_18
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_19
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_2
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_21
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_22
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_23
2b,mixed,mem,cload_hops_3_6,ns_l_latop,0_24
2b,mixed,mem,cload_hops_3_6,kite_medium,0_01
2b,mixed,mem,cload_hops_3_6,kite_medium,0_02
2b,mixed,mem,cload_hops_3_6,kite_medium,0_03
2b,mixed,mem,cload_hops_3_6,kite_medium,0_04
2b,mixed,mem,cload_hops_3_6,kite_medium,0_05
2b,mixed,mem,cload_hops_3_6,kite_medium,0_06
2b,mixed,mem,cload_hops_3_6,kite_medium,0_07
2b,mixed,mem,cload_hops_3_6,kite_medium,0_08
2b,mixed,mem,cload_hops_3_6,kite_medium,0_09
2b,mixed,mem,cload_hops_3_6,kite_medium,0_1
2b,mixed,mem,cload_hops_3_6,kite_medium,0_11
2b,mixed,mem,cload_hops_3_6,kite_medium,0_12
2b,mixed,mem,cload_hops_3_6,kite_medium,0_13
2b,mixed,mem,cload_hops_3_6,kite_medium,0_14
2b,mixed,mem,cload_hops_3_6,kite_medium,0_15
2b,mixed,mem,cload_hops_3_6,kite_medium,0_16
2b,mixed,mem,cload_hops_3_6,kite_medium,0_17
2b,mixed,mem,cload_hops_3_6,kite_medium,0_18
2b,mixed,mem,cload_hops_3_6,kite_medium,0_19
2b,mixed,mem,cload_hops_3_6,kite_medium,0_2
2b,mixed,mem,cload_hops_3_6,kite_medium,0_21
2b,mixed,mem,cload_hops_3_6,kite_medium,0_22
2b,mixed,mem,cload_hops_3_6,kite_medium,0_23
2b,mixed,mem,cload_hops_3_6,kite_medium,0_24
2b,mixed,mem,cload_hops_3_6,ft_x,0_01
2b,mixed,mem,cload_hops_3_6,ft_x,0_02
2b,mixed,mem,cload_hops_3_6,ft_x,0_03
2b,mixed,mem,cload_hops_3_6,ft_x,0_04
2b,mixed,mem,cload_hops_3_6,ft_x,0_05
2b,mixed,mem,cload_hops_3_6,ft_x,0_06
2b,mixed,mem,cload_hops_3_6,ft_x,0_07
2b,mixed,mem,cload_hops_3_6,ft_x,0_08
2b,mixed,mem,cload_hops_3_6,ft_x,0_09
2b,mixed,mem,cload_hops_3_6,ft_x,0_1
2b,mixed,mem,cload_hops_3_6,ft_x,0_11
2b,mixed,mem,cload_hops_3_6,ft_x,0_12
2b,mixed,mem,cload_hops_3_6,ft_x,0_13
2b,mixed,mem,cload_hops_3_6,ft_x,0_14
2b,mixed,mem,cload_hops_3_6,ft_x,0_15
2b,mixed,mem,cload_hops_3_6,ft_x,0_16
2b,mixed,mem,cload_hops_3_6,ft_x,0_17
2b,mixed,mem,cload_hops_3_6,ft_x,0_18
2b,mixed,mem,cload_hops_3_6,ft_x,0_19
2b,mixed,mem,cload_hops_3_6,ft_x,0_2
2b,mixed,mem,cload_hops_3_6,ft_x,0_21
2b,mixed,mem,cload_hops_3_6,ft_x,0_22
2b,mixed,mem,cload_hops_3_6,ft_x,0_23
2b,mixed,mem,cload_hops_3_6,ft_x,0_24
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_01
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_02
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_03
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_04
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_05
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_06
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_07
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_08
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_09
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_1
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_11
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_12
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_13
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_14
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_15
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_16
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_17
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_18
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_19
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_2
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_21
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_22
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_23
2b,mixed,mem,cload_hops_3_6,butter_donut_x,0_24
